Streaming output truncated to the last 5000 lines.
epoch 1 iter 366: train loss 12.85358, lr 7.516160e-05:   5% 367/7827 [03:00<1:01:27,  2.02it/s]
epoch 1 iter 843: train loss 1.96221, lr 1.728512e-04:  11% 843/7827 [06:56<57:04,  2.04it/s]
epoch 1 iter 843: train loss 1.96221, lr 1.728512e-04:  11% 844/7827 [06:56<57:07,  2.04it/s]
epoch 1 iter 844: train loss 1.74613, lr 1.730560e-04:  11% 844/7827 [06:57<57:07,  2.04it/s]
epoch 1 iter 844: train loss 1.74613, lr 1.730560e-04:  11% 845/7827 [06:57<57:44,  2.02it/s]
epoch 1 iter 845: train loss 2.07537, lr 1.732608e-04:  11% 845/7827 [06:57<57:44,  2.02it/s]
epoch 1 iter 845: train loss 2.07537, lr 1.732608e-04:  11% 846/7827 [06:57<58:03,  2.00it/s]
epoch 1 iter 846: train loss 1.81862, lr 1.734656e-04:  11% 846/7827 [06:58<58:03,  2.00it/s]
epoch 1 iter 846: train loss 1.81862, lr 1.734656e-04:  11% 847/7827 [06:58<58:50,  1.98it/s]
epoch 1 iter 847: train loss 2.12627, lr 1.736704e-04:  11% 847/7827 [06:58<58:50,  1.98it/s]
epoch 1 iter 847: train loss 2.12627, lr 1.736704e-04:  11% 848/7827 [06:58<58:43,  1.98it/s]
epoch 1 iter 848: train loss 1.85748, lr 1.738752e-04:  11% 848/7827 [06:59<58:43,  1.98it/s]
epoch 1 iter 848: train loss 1.85748, lr 1.738752e-04:  11% 849/7827 [06:59<58:39,  1.98it/s]
epoch 1 iter 849: train loss 2.29090, lr 1.740800e-04:  11% 849/7827 [06:59<58:39,  1.98it/s]
epoch 1 iter 849: train loss 2.29090, lr 1.740800e-04:  11% 850/7827 [06:59<59:04,  1.97it/s]
epoch 1 iter 850: train loss 2.44417, lr 1.742848e-04:  11% 850/7827 [07:00<59:04,  1.97it/s]
epoch 1 iter 850: train loss 2.44417, lr 1.742848e-04:  11% 851/7827 [07:00<59:23,  1.96it/s]
epoch 1 iter 851: train loss 1.80614, lr 1.744896e-04:  11% 851/7827 [07:00<59:23,  1.96it/s]
epoch 1 iter 851: train loss 1.80614, lr 1.744896e-04:  11% 852/7827 [07:00<58:40,  1.98it/s]
epoch 1 iter 852: train loss 2.04775, lr 1.746944e-04:  11% 852/7827 [07:01<58:40,  1.98it/s]
epoch 1 iter 852: train loss 2.04775, lr 1.746944e-04:  11% 853/7827 [07:01<58:11,  2.00it/s]
epoch 1 iter 853: train loss 1.97800, lr 1.748992e-04:  11% 853/7827 [07:01<58:11,  2.00it/s]
epoch 1 iter 853: train loss 1.97800, lr 1.748992e-04:  11% 854/7827 [07:01<57:52,  2.01it/s]
epoch 1 iter 854: train loss 2.13825, lr 1.751040e-04:  11% 854/7827 [07:02<57:52,  2.01it/s]
epoch 1 iter 854: train loss 2.13825, lr 1.751040e-04:  11% 855/7827 [07:02<57:42,  2.01it/s]
epoch 1 iter 855: train loss 2.22453, lr 1.753088e-04:  11% 855/7827 [07:02<57:42,  2.01it/s]
epoch 1 iter 855: train loss 2.22453, lr 1.753088e-04:  11% 856/7827 [07:02<57:34,  2.02it/s]
epoch 1 iter 856: train loss 2.12410, lr 1.755136e-04:  11% 856/7827 [07:03<57:34,  2.02it/s]
epoch 1 iter 856: train loss 2.12410, lr 1.755136e-04:  11% 857/7827 [07:03<57:20,  2.03it/s]
epoch 1 iter 857: train loss 2.11797, lr 1.757184e-04:  11% 857/7827 [07:03<57:20,  2.03it/s]
epoch 1 iter 857: train loss 2.11797, lr 1.757184e-04:  11% 858/7827 [07:03<57:03,  2.04it/s]
epoch 1 iter 858: train loss 2.03106, lr 1.759232e-04:  11% 858/7827 [07:04<57:03,  2.04it/s]
epoch 1 iter 858: train loss 2.03106, lr 1.759232e-04:  11% 859/7827 [07:04<57:08,  2.03it/s]
epoch 1 iter 859: train loss 2.38687, lr 1.761280e-04:  11% 859/7827 [07:04<57:08,  2.03it/s]
epoch 1 iter 859: train loss 2.38687, lr 1.761280e-04:  11% 860/7827 [07:04<56:57,  2.04it/s]
epoch 1 iter 860: train loss 2.03835, lr 1.763328e-04:  11% 860/7827 [07:05<56:57,  2.04it/s]
epoch 1 iter 860: train loss 2.03835, lr 1.763328e-04:  11% 861/7827 [07:05<56:59,  2.04it/s]
epoch 1 iter 861: train loss 2.32960, lr 1.765376e-04:  11% 861/7827 [07:05<56:59,  2.04it/s]
epoch 1 iter 861: train loss 2.32960, lr 1.765376e-04:  11% 862/7827 [07:05<57:01,  2.04it/s]
epoch 1 iter 862: train loss 1.87926, lr 1.767424e-04:  11% 862/7827 [07:06<57:01,  2.04it/s]
epoch 1 iter 862: train loss 1.87926, lr 1.767424e-04:  11% 863/7827 [07:06<57:00,  2.04it/s]
epoch 1 iter 863: train loss 2.04031, lr 1.769472e-04:  11% 863/7827 [07:06<57:00,  2.04it/s]
epoch 1 iter 863: train loss 2.04031, lr 1.769472e-04:  11% 864/7827 [07:06<57:01,  2.04it/s]
epoch 1 iter 864: train loss 2.03507, lr 1.771520e-04:  11% 864/7827 [07:07<57:01,  2.04it/s]
epoch 1 iter 864: train loss 2.03507, lr 1.771520e-04:  11% 865/7827 [07:07<57:06,  2.03it/s]
epoch 1 iter 865: train loss 2.45776, lr 1.773568e-04:  11% 865/7827 [07:07<57:06,  2.03it/s]
epoch 1 iter 865: train loss 2.45776, lr 1.773568e-04:  11% 866/7827 [07:07<57:03,  2.03it/s]
epoch 1 iter 866: train loss 2.03240, lr 1.775616e-04:  11% 866/7827 [07:08<57:03,  2.03it/s]
epoch 1 iter 866: train loss 2.03240, lr 1.775616e-04:  11% 867/7827 [07:08<56:57,  2.04it/s]
epoch 1 iter 867: train loss 2.17645, lr 1.777664e-04:  11% 867/7827 [07:08<56:57,  2.04it/s]
epoch 1 iter 867: train loss 2.17645, lr 1.777664e-04:  11% 868/7827 [07:08<56:58,  2.04it/s]
epoch 1 iter 868: train loss 2.08436, lr 1.779712e-04:  11% 868/7827 [07:09<56:58,  2.04it/s]
epoch 1 iter 868: train loss 2.08436, lr 1.779712e-04:  11% 869/7827 [07:09<57:03,  2.03it/s]
epoch 1 iter 869: train loss 1.94320, lr 1.781760e-04:  11% 869/7827 [07:09<57:03,  2.03it/s]
epoch 1 iter 869: train loss 1.94320, lr 1.781760e-04:  11% 870/7827 [07:09<56:53,  2.04it/s]
epoch 1 iter 870: train loss 2.35893, lr 1.783808e-04:  11% 870/7827 [07:10<56:53,  2.04it/s]
epoch 1 iter 870: train loss 2.35893, lr 1.783808e-04:  11% 871/7827 [07:10<57:00,  2.03it/s]
epoch 1 iter 871: train loss 1.91359, lr 1.785856e-04:  11% 871/7827 [07:10<57:00,  2.03it/s]
epoch 1 iter 871: train loss 1.91359, lr 1.785856e-04:  11% 872/7827 [07:10<57:05,  2.03it/s]
epoch 1 iter 872: train loss 1.43662, lr 1.787904e-04:  11% 872/7827 [07:11<57:05,  2.03it/s]
epoch 1 iter 872: train loss 1.43662, lr 1.787904e-04:  11% 873/7827 [07:11<57:26,  2.02it/s]
epoch 1 iter 873: train loss 1.94561, lr 1.789952e-04:  11% 873/7827 [07:11<57:26,  2.02it/s]
epoch 1 iter 873: train loss 1.94561, lr 1.789952e-04:  11% 874/7827 [07:11<57:41,  2.01it/s]
epoch 1 iter 874: train loss 1.91046, lr 1.792000e-04:  11% 874/7827 [07:12<57:41,  2.01it/s]
epoch 1 iter 874: train loss 1.91046, lr 1.792000e-04:  11% 875/7827 [07:12<58:05,  1.99it/s]
epoch 1 iter 875: train loss 1.91153, lr 1.794048e-04:  11% 875/7827 [07:12<58:05,  1.99it/s]
epoch 1 iter 875: train loss 1.91153, lr 1.794048e-04:  11% 876/7827 [07:12<57:55,  2.00it/s]
epoch 1 iter 876: train loss 2.20413, lr 1.796096e-04:  11% 876/7827 [07:13<57:55,  2.00it/s]
epoch 1 iter 876: train loss 2.20413, lr 1.796096e-04:  11% 877/7827 [07:13<57:57,  2.00it/s]
epoch 1 iter 877: train loss 2.51886, lr 1.798144e-04:  11% 877/7827 [07:13<57:57,  2.00it/s]
epoch 1 iter 877: train loss 2.51886, lr 1.798144e-04:  11% 878/7827 [07:13<58:25,  1.98it/s]
epoch 1 iter 878: train loss 2.10637, lr 1.800192e-04:  11% 878/7827 [07:14<58:25,  1.98it/s]
epoch 1 iter 878: train loss 2.10637, lr 1.800192e-04:  11% 879/7827 [07:14<58:11,  1.99it/s]
epoch 1 iter 879: train loss 1.73912, lr 1.802240e-04:  11% 879/7827 [07:14<58:11,  1.99it/s]
epoch 1 iter 879: train loss 1.73912, lr 1.802240e-04:  11% 880/7827 [07:14<57:50,  2.00it/s]
epoch 1 iter 880: train loss 2.15842, lr 1.804288e-04:  11% 880/7827 [07:15<57:50,  2.00it/s]
epoch 1 iter 880: train loss 2.15842, lr 1.804288e-04:  11% 881/7827 [07:15<57:41,  2.01it/s]
epoch 1 iter 881: train loss 2.50383, lr 1.806336e-04:  11% 881/7827 [07:15<57:41,  2.01it/s]
epoch 1 iter 881: train loss 2.50383, lr 1.806336e-04:  11% 882/7827 [07:15<57:26,  2.01it/s]
epoch 1 iter 882: train loss 2.22930, lr 1.808384e-04:  11% 882/7827 [07:16<57:26,  2.01it/s]
epoch 1 iter 882: train loss 2.22930, lr 1.808384e-04:  11% 883/7827 [07:16<57:24,  2.02it/s]
epoch 1 iter 883: train loss 1.78437, lr 1.810432e-04:  11% 883/7827 [07:16<57:24,  2.02it/s]
epoch 1 iter 883: train loss 1.78437, lr 1.810432e-04:  11% 884/7827 [07:16<57:10,  2.02it/s]
epoch 1 iter 884: train loss 1.62215, lr 1.812480e-04:  11% 884/7827 [07:17<57:10,  2.02it/s]
epoch 1 iter 884: train loss 1.62215, lr 1.812480e-04:  11% 885/7827 [07:17<57:00,  2.03it/s]
epoch 1 iter 885: train loss 1.83865, lr 1.814528e-04:  11% 885/7827 [07:17<57:00,  2.03it/s]
epoch 1 iter 885: train loss 1.83865, lr 1.814528e-04:  11% 886/7827 [07:17<56:54,  2.03it/s]
epoch 1 iter 886: train loss 2.26062, lr 1.816576e-04:  11% 886/7827 [07:18<56:54,  2.03it/s]
epoch 1 iter 886: train loss 2.26062, lr 1.816576e-04:  11% 887/7827 [07:18<56:47,  2.04it/s]
epoch 1 iter 887: train loss 1.62167, lr 1.818624e-04:  11% 887/7827 [07:18<56:47,  2.04it/s]
epoch 1 iter 887: train loss 1.62167, lr 1.818624e-04:  11% 888/7827 [07:18<56:34,  2.04it/s]
epoch 1 iter 888: train loss 2.58567, lr 1.820672e-04:  11% 888/7827 [07:19<56:34,  2.04it/s]
epoch 1 iter 888: train loss 2.58567, lr 1.820672e-04:  11% 889/7827 [07:19<56:35,  2.04it/s]
epoch 1 iter 889: train loss 2.06219, lr 1.822720e-04:  11% 889/7827 [07:19<56:35,  2.04it/s]
epoch 1 iter 889: train loss 2.06219, lr 1.822720e-04:  11% 890/7827 [07:19<56:34,  2.04it/s]
epoch 1 iter 890: train loss 2.14062, lr 1.824768e-04:  11% 890/7827 [07:20<56:34,  2.04it/s]
epoch 1 iter 890: train loss 2.14062, lr 1.824768e-04:  11% 891/7827 [07:20<56:42,  2.04it/s]
epoch 1 iter 891: train loss 2.27544, lr 1.826816e-04:  11% 891/7827 [07:20<56:42,  2.04it/s]
epoch 1 iter 891: train loss 2.27544, lr 1.826816e-04:  11% 892/7827 [07:20<56:40,  2.04it/s]
epoch 1 iter 892: train loss 2.23059, lr 1.828864e-04:  11% 892/7827 [07:21<56:40,  2.04it/s]
epoch 1 iter 892: train loss 2.23059, lr 1.828864e-04:  11% 893/7827 [07:21<57:04,  2.02it/s]
epoch 1 iter 893: train loss 2.09179, lr 1.830912e-04:  11% 893/7827 [07:21<57:04,  2.02it/s]
epoch 1 iter 893: train loss 2.09179, lr 1.830912e-04:  11% 894/7827 [07:21<56:52,  2.03it/s]
epoch 1 iter 894: train loss 2.31476, lr 1.832960e-04:  11% 894/7827 [07:22<56:52,  2.03it/s]
epoch 1 iter 894: train loss 2.31476, lr 1.832960e-04:  11% 895/7827 [07:22<56:46,  2.03it/s]
epoch 1 iter 895: train loss 1.65888, lr 1.835008e-04:  11% 895/7827 [07:22<56:46,  2.03it/s]
epoch 1 iter 895: train loss 1.65888, lr 1.835008e-04:  11% 896/7827 [07:22<56:41,  2.04it/s]
epoch 1 iter 896: train loss 1.99696, lr 1.837056e-04:  11% 896/7827 [07:23<56:41,  2.04it/s]
epoch 1 iter 896: train loss 1.99696, lr 1.837056e-04:  11% 897/7827 [07:23<56:40,  2.04it/s]
epoch 1 iter 897: train loss 1.83486, lr 1.839104e-04:  11% 897/7827 [07:23<56:40,  2.04it/s]
epoch 1 iter 897: train loss 1.83486, lr 1.839104e-04:  11% 898/7827 [07:23<56:35,  2.04it/s]
epoch 1 iter 898: train loss 2.34812, lr 1.841152e-04:  11% 898/7827 [07:24<56:35,  2.04it/s]
epoch 1 iter 898: train loss 2.34812, lr 1.841152e-04:  11% 899/7827 [07:24<56:35,  2.04it/s]
epoch 1 iter 899: train loss 2.14702, lr 1.843200e-04:  11% 899/7827 [07:24<56:35,  2.04it/s]
epoch 1 iter 899: train loss 2.14702, lr 1.843200e-04:  11% 900/7827 [07:24<57:19,  2.01it/s]
epoch 1 iter 900: train loss 2.16708, lr 1.845248e-04:  11% 900/7827 [07:25<57:19,  2.01it/s]
epoch 1 iter 900: train loss 2.16708, lr 1.845248e-04:  12% 901/7827 [07:25<57:51,  1.99it/s]
epoch 1 iter 901: train loss 2.13559, lr 1.847296e-04:  12% 901/7827 [07:25<57:51,  1.99it/s]
epoch 1 iter 901: train loss 2.13559, lr 1.847296e-04:  12% 902/7827 [07:25<57:58,  1.99it/s]
epoch 1 iter 902: train loss 2.10684, lr 1.849344e-04:  12% 902/7827 [07:26<57:58,  1.99it/s]
epoch 1 iter 902: train loss 2.10684, lr 1.849344e-04:  12% 903/7827 [07:26<58:06,  1.99it/s]
epoch 1 iter 903: train loss 2.05297, lr 1.851392e-04:  12% 903/7827 [07:26<58:06,  1.99it/s]
epoch 1 iter 903: train loss 2.05297, lr 1.851392e-04:  12% 904/7827 [07:26<58:03,  1.99it/s]
epoch 1 iter 904: train loss 1.95299, lr 1.853440e-04:  12% 904/7827 [07:27<58:03,  1.99it/s]
epoch 1 iter 904: train loss 1.95299, lr 1.853440e-04:  12% 905/7827 [07:27<58:10,  1.98it/s]
epoch 1 iter 905: train loss 1.93166, lr 1.855488e-04:  12% 905/7827 [07:27<58:10,  1.98it/s]
epoch 1 iter 905: train loss 1.93166, lr 1.855488e-04:  12% 906/7827 [07:27<58:28,  1.97it/s]
epoch 1 iter 906: train loss 2.10673, lr 1.857536e-04:  12% 906/7827 [07:28<58:28,  1.97it/s]
epoch 1 iter 906: train loss 2.10673, lr 1.857536e-04:  12% 907/7827 [07:28<57:58,  1.99it/s]
epoch 1 iter 907: train loss 2.23756, lr 1.859584e-04:  12% 907/7827 [07:28<57:58,  1.99it/s]
epoch 1 iter 907: train loss 2.23756, lr 1.859584e-04:  12% 908/7827 [07:28<57:31,  2.00it/s]
epoch 1 iter 908: train loss 1.85192, lr 1.861632e-04:  12% 908/7827 [07:29<57:31,  2.00it/s]
epoch 1 iter 908: train loss 1.85192, lr 1.861632e-04:  12% 909/7827 [07:29<57:16,  2.01it/s]
epoch 1 iter 909: train loss 2.16029, lr 1.863680e-04:  12% 909/7827 [07:29<57:16,  2.01it/s]
epoch 1 iter 909: train loss 2.16029, lr 1.863680e-04:  12% 910/7827 [07:29<56:55,  2.03it/s]
epoch 1 iter 910: train loss 2.47853, lr 1.865728e-04:  12% 910/7827 [07:30<56:55,  2.03it/s]
epoch 1 iter 910: train loss 2.47853, lr 1.865728e-04:  12% 911/7827 [07:30<56:49,  2.03it/s]
epoch 1 iter 911: train loss 2.59430, lr 1.867776e-04:  12% 911/7827 [07:30<56:49,  2.03it/s]
epoch 1 iter 911: train loss 2.59430, lr 1.867776e-04:  12% 912/7827 [07:30<56:35,  2.04it/s]
epoch 1 iter 912: train loss 2.19908, lr 1.869824e-04:  12% 912/7827 [07:31<56:35,  2.04it/s]
epoch 1 iter 912: train loss 2.19908, lr 1.869824e-04:  12% 913/7827 [07:31<56:42,  2.03it/s]
epoch 1 iter 913: train loss 1.79969, lr 1.871872e-04:  12% 913/7827 [07:31<56:42,  2.03it/s]
epoch 1 iter 913: train loss 1.79969, lr 1.871872e-04:  12% 914/7827 [07:31<57:08,  2.02it/s]
epoch 1 iter 914: train loss 2.06023, lr 1.873920e-04:  12% 914/7827 [07:32<57:08,  2.02it/s]
epoch 1 iter 914: train loss 2.06023, lr 1.873920e-04:  12% 915/7827 [07:32<57:01,  2.02it/s]
epoch 1 iter 915: train loss 2.50004, lr 1.875968e-04:  12% 915/7827 [07:32<57:01,  2.02it/s]
epoch 1 iter 915: train loss 2.50004, lr 1.875968e-04:  12% 916/7827 [07:32<56:55,  2.02it/s]
epoch 1 iter 916: train loss 1.54101, lr 1.878016e-04:  12% 916/7827 [07:33<56:55,  2.02it/s]
epoch 1 iter 916: train loss 1.54101, lr 1.878016e-04:  12% 917/7827 [07:33<56:39,  2.03it/s]
epoch 1 iter 917: train loss 2.33530, lr 1.880064e-04:  12% 917/7827 [07:33<56:39,  2.03it/s]
epoch 1 iter 917: train loss 2.33530, lr 1.880064e-04:  12% 918/7827 [07:33<56:30,  2.04it/s]
epoch 1 iter 918: train loss 1.64157, lr 1.882112e-04:  12% 918/7827 [07:34<56:30,  2.04it/s]
epoch 1 iter 918: train loss 1.64157, lr 1.882112e-04:  12% 919/7827 [07:34<56:32,  2.04it/s]
epoch 1 iter 919: train loss 1.95519, lr 1.884160e-04:  12% 919/7827 [07:34<56:32,  2.04it/s]
epoch 1 iter 919: train loss 1.95519, lr 1.884160e-04:  12% 920/7827 [07:34<56:28,  2.04it/s]
epoch 1 iter 920: train loss 1.58540, lr 1.886208e-04:  12% 920/7827 [07:35<56:28,  2.04it/s]
epoch 1 iter 920: train loss 1.58540, lr 1.886208e-04:  12% 921/7827 [07:35<56:27,  2.04it/s]
epoch 1 iter 921: train loss 1.68925, lr 1.888256e-04:  12% 921/7827 [07:35<56:27,  2.04it/s]
epoch 1 iter 921: train loss 1.68925, lr 1.888256e-04:  12% 922/7827 [07:35<56:17,  2.04it/s]
epoch 1 iter 922: train loss 1.84766, lr 1.890304e-04:  12% 922/7827 [07:35<56:17,  2.04it/s]
epoch 1 iter 922: train loss 1.84766, lr 1.890304e-04:  12% 923/7827 [07:35<56:14,  2.05it/s]
epoch 1 iter 923: train loss 2.16258, lr 1.892352e-04:  12% 923/7827 [07:36<56:14,  2.05it/s]
epoch 1 iter 923: train loss 2.16258, lr 1.892352e-04:  12% 924/7827 [07:36<56:16,  2.04it/s]
epoch 1 iter 924: train loss 1.86641, lr 1.894400e-04:  12% 924/7827 [07:36<56:16,  2.04it/s]
epoch 1 iter 924: train loss 1.86641, lr 1.894400e-04:  12% 925/7827 [07:36<56:18,  2.04it/s]
epoch 1 iter 925: train loss 1.76037, lr 1.896448e-04:  12% 925/7827 [07:37<56:18,  2.04it/s]
epoch 1 iter 925: train loss 1.76037, lr 1.896448e-04:  12% 926/7827 [07:37<56:18,  2.04it/s]
epoch 1 iter 926: train loss 1.86505, lr 1.898496e-04:  12% 926/7827 [07:37<56:18,  2.04it/s]
epoch 1 iter 926: train loss 1.86505, lr 1.898496e-04:  12% 927/7827 [07:37<57:20,  2.01it/s]
epoch 1 iter 927: train loss 1.63278, lr 1.900544e-04:  12% 927/7827 [07:38<57:20,  2.01it/s]
epoch 1 iter 927: train loss 1.63278, lr 1.900544e-04:  12% 928/7827 [07:38<57:25,  2.00it/s]
epoch 1 iter 928: train loss 1.59191, lr 1.902592e-04:  12% 928/7827 [07:38<57:25,  2.00it/s]
epoch 1 iter 928: train loss 1.59191, lr 1.902592e-04:  12% 929/7827 [07:38<57:36,  2.00it/s]
epoch 1 iter 929: train loss 1.98404, lr 1.904640e-04:  12% 929/7827 [07:39<57:36,  2.00it/s]
epoch 1 iter 929: train loss 1.98404, lr 1.904640e-04:  12% 930/7827 [07:39<57:38,  1.99it/s]
epoch 1 iter 930: train loss 2.09439, lr 1.906688e-04:  12% 930/7827 [07:39<57:38,  1.99it/s]
epoch 1 iter 930: train loss 2.09439, lr 1.906688e-04:  12% 931/7827 [07:39<57:59,  1.98it/s]
epoch 1 iter 931: train loss 2.16139, lr 1.908736e-04:  12% 931/7827 [07:40<57:59,  1.98it/s]
epoch 1 iter 931: train loss 2.16139, lr 1.908736e-04:  12% 932/7827 [07:40<58:00,  1.98it/s]
epoch 1 iter 932: train loss 1.85901, lr 1.910784e-04:  12% 932/7827 [07:41<58:00,  1.98it/s]
epoch 1 iter 932: train loss 1.85901, lr 1.910784e-04:  12% 933/7827 [07:41<58:31,  1.96it/s]
epoch 1 iter 933: train loss 1.76116, lr 1.912832e-04:  12% 933/7827 [07:41<58:31,  1.96it/s]
epoch 1 iter 933: train loss 1.76116, lr 1.912832e-04:  12% 934/7827 [07:41<57:53,  1.98it/s]
epoch 1 iter 934: train loss 2.19799, lr 1.914880e-04:  12% 934/7827 [07:42<57:53,  1.98it/s]
epoch 1 iter 934: train loss 2.19799, lr 1.914880e-04:  12% 935/7827 [07:42<57:59,  1.98it/s]
epoch 1 iter 935: train loss 1.88460, lr 1.916928e-04:  12% 935/7827 [07:42<57:59,  1.98it/s]
epoch 1 iter 935: train loss 1.88460, lr 1.916928e-04:  12% 936/7827 [07:42<57:26,  2.00it/s]
epoch 1 iter 936: train loss 2.13115, lr 1.918976e-04:  12% 936/7827 [07:42<57:26,  2.00it/s]
epoch 1 iter 936: train loss 2.13115, lr 1.918976e-04:  12% 937/7827 [07:42<57:05,  2.01it/s]
epoch 1 iter 937: train loss 1.81653, lr 1.921024e-04:  12% 937/7827 [07:43<57:05,  2.01it/s]
epoch 1 iter 937: train loss 1.81653, lr 1.921024e-04:  12% 938/7827 [07:43<56:57,  2.02it/s]
epoch 1 iter 938: train loss 1.71009, lr 1.923072e-04:  12% 938/7827 [07:43<56:57,  2.02it/s]
epoch 1 iter 938: train loss 1.71009, lr 1.923072e-04:  12% 939/7827 [07:43<56:38,  2.03it/s]
epoch 1 iter 939: train loss 1.62780, lr 1.925120e-04:  12% 939/7827 [07:44<56:38,  2.03it/s]
epoch 1 iter 939: train loss 1.62780, lr 1.925120e-04:  12% 940/7827 [07:44<56:25,  2.03it/s]
epoch 1 iter 940: train loss 1.71609, lr 1.927168e-04:  12% 940/7827 [07:44<56:25,  2.03it/s]
epoch 1 iter 940: train loss 1.71609, lr 1.927168e-04:  12% 941/7827 [07:44<56:24,  2.03it/s]
epoch 1 iter 941: train loss 2.07684, lr 1.929216e-04:  12% 941/7827 [07:45<56:24,  2.03it/s]
epoch 1 iter 941: train loss 2.07684, lr 1.929216e-04:  12% 942/7827 [07:45<56:24,  2.03it/s]
epoch 1 iter 942: train loss 1.93310, lr 1.931264e-04:  12% 942/7827 [07:45<56:24,  2.03it/s]
epoch 1 iter 942: train loss 1.93310, lr 1.931264e-04:  12% 943/7827 [07:45<56:22,  2.03it/s]
epoch 1 iter 943: train loss 2.24219, lr 1.933312e-04:  12% 943/7827 [07:46<56:22,  2.03it/s]
epoch 1 iter 943: train loss 2.24219, lr 1.933312e-04:  12% 944/7827 [07:46<56:27,  2.03it/s]
epoch 1 iter 944: train loss 1.85358, lr 1.935360e-04:  12% 944/7827 [07:46<56:27,  2.03it/s]
epoch 1 iter 944: train loss 1.85358, lr 1.935360e-04:  12% 945/7827 [07:46<56:22,  2.03it/s]
epoch 1 iter 945: train loss 2.17584, lr 1.937408e-04:  12% 945/7827 [07:47<56:22,  2.03it/s]
epoch 1 iter 945: train loss 2.17584, lr 1.937408e-04:  12% 946/7827 [07:47<56:15,  2.04it/s]
epoch 1 iter 946: train loss 1.95780, lr 1.939456e-04:  12% 946/7827 [07:47<56:15,  2.04it/s]
epoch 1 iter 946: train loss 1.95780, lr 1.939456e-04:  12% 947/7827 [07:47<56:16,  2.04it/s]
epoch 1 iter 947: train loss 1.73349, lr 1.941504e-04:  12% 947/7827 [07:48<56:16,  2.04it/s]
epoch 1 iter 947: train loss 1.73349, lr 1.941504e-04:  12% 948/7827 [07:48<56:19,  2.04it/s]
epoch 1 iter 948: train loss 2.16137, lr 1.943552e-04:  12% 948/7827 [07:48<56:19,  2.04it/s]
epoch 1 iter 948: train loss 2.16137, lr 1.943552e-04:  12% 949/7827 [07:48<56:14,  2.04it/s]
epoch 1 iter 949: train loss 1.62551, lr 1.945600e-04:  12% 949/7827 [07:49<56:14,  2.04it/s]
epoch 1 iter 949: train loss 1.62551, lr 1.945600e-04:  12% 950/7827 [07:49<56:16,  2.04it/s]
epoch 1 iter 950: train loss 1.76787, lr 1.947648e-04:  12% 950/7827 [07:49<56:16,  2.04it/s]
epoch 1 iter 950: train loss 1.76787, lr 1.947648e-04:  12% 951/7827 [07:49<56:06,  2.04it/s]
epoch 1 iter 951: train loss 2.17643, lr 1.949696e-04:  12% 951/7827 [07:50<56:06,  2.04it/s]
epoch 1 iter 951: train loss 2.17643, lr 1.949696e-04:  12% 952/7827 [07:50<56:04,  2.04it/s]
epoch 1 iter 952: train loss 1.79080, lr 1.951744e-04:  12% 952/7827 [07:50<56:04,  2.04it/s]
epoch 1 iter 952: train loss 1.79080, lr 1.951744e-04:  12% 953/7827 [07:50<56:09,  2.04it/s]
epoch 1 iter 953: train loss 1.78472, lr 1.953792e-04:  12% 953/7827 [07:51<56:09,  2.04it/s]
epoch 1 iter 953: train loss 1.78472, lr 1.953792e-04:  12% 954/7827 [07:51<56:32,  2.03it/s]
epoch 1 iter 954: train loss 1.86205, lr 1.955840e-04:  12% 954/7827 [07:51<56:32,  2.03it/s]
epoch 1 iter 954: train loss 1.86205, lr 1.955840e-04:  12% 955/7827 [07:51<56:46,  2.02it/s]
epoch 1 iter 955: train loss 1.78560, lr 1.957888e-04:  12% 955/7827 [07:52<56:46,  2.02it/s]
epoch 1 iter 955: train loss 1.78560, lr 1.957888e-04:  12% 956/7827 [07:52<57:08,  2.00it/s]
epoch 1 iter 956: train loss 1.82669, lr 1.959936e-04:  12% 956/7827 [07:52<57:08,  2.00it/s]
epoch 1 iter 956: train loss 1.82669, lr 1.959936e-04:  12% 957/7827 [07:52<57:24,  1.99it/s]
epoch 1 iter 957: train loss 2.09103, lr 1.961984e-04:  12% 957/7827 [07:53<57:24,  1.99it/s]
epoch 1 iter 957: train loss 2.09103, lr 1.961984e-04:  12% 958/7827 [07:53<57:31,  1.99it/s]
epoch 1 iter 958: train loss 1.61878, lr 1.964032e-04:  12% 958/7827 [07:53<57:31,  1.99it/s]
epoch 1 iter 958: train loss 1.61878, lr 1.964032e-04:  12% 959/7827 [07:53<57:53,  1.98it/s]
epoch 1 iter 959: train loss 2.30840, lr 1.966080e-04:  12% 959/7827 [07:54<57:53,  1.98it/s]
epoch 1 iter 959: train loss 2.30840, lr 1.966080e-04:  12% 960/7827 [07:54<58:26,  1.96it/s]
epoch 1 iter 960: train loss 2.40435, lr 1.968128e-04:  12% 960/7827 [07:54<58:26,  1.96it/s]
epoch 1 iter 960: train loss 2.40435, lr 1.968128e-04:  12% 961/7827 [07:54<57:49,  1.98it/s]
epoch 1 iter 961: train loss 2.02693, lr 1.970176e-04:  12% 961/7827 [07:55<57:49,  1.98it/s]
epoch 1 iter 961: train loss 2.02693, lr 1.970176e-04:  12% 962/7827 [07:55<57:37,  1.99it/s]
epoch 1 iter 962: train loss 1.63944, lr 1.972224e-04:  12% 962/7827 [07:55<57:37,  1.99it/s]
epoch 1 iter 962: train loss 1.63944, lr 1.972224e-04:  12% 963/7827 [07:55<57:03,  2.00it/s]
